ASIN,RetailerId,CurrencyId,ProductId,PaymentTypeId,CustomerId,StatusId,GiftId,Order ID,Order Date,Purchase Order Number,Unit Price,Unit Price Tax,Shipping Charge,Total Discounts,Total Owed,Shipment Item Subtotal Tax,Quantity,Ship Date,Item Serial Number,SalesPerson Id
B008976,1,1,2,1,1,7,null,ORD-001860,2025-03-05,PO-01860,208.84,20.88,18.13,32.65,985.35,104.4,5,2025-03-25,null,SP-015
B008845,1,1,2,2,1,3,null,ORD-001861,2025-03-03,PO-01861,345.98,34.6,9.27,53.51,654.14,69.2,2,2025-03-20,null,SP-030
B004813,1,1,2,3,1,3,null,ORD-001862,2025-03-05,PO-01862,282.68,28.27,11.04,15.73,590.44,56.54,2,2025-03-14,null,SP-002
B009858,1,1,1,1,1,4,null,ORD-001863,2025-03-17,PO-01863,333.37,33.34,11.34,4.18,1812.65,166.7,5,2025-03-23,null,SP-003
B003840,1,1,2,2,1,2,null,ORD-001864,2025-03-10,PO-01864,329.21,32.92,17.25,39.85,3222.8,329.2,10,2025-03-14,null,SP-011
B004398,1,1,1,2,1,3,null,ORD-001865,2025-03-22,PO-01865,375.9,37.59,16.89,36.55,2261.64,225.54,6,2025-03-04,null,SP-002
B008586,1,1,3,2,1,2,null,ORD-001866,2025-03-14,PO-01866,415.42,41.54,14.4,34.76,2955.4,290.78,7,2025-03-17,null,SP-007
B006914,1,1,1,3,1,6,null,ORD-001867,2025-03-01,PO-01867,433.91,43.39,7.23,3,2845.8,260.34,6,2025-03-19,null,SP-005
B009514,1,1,3,3,1,5,null,ORD-001868,2025-03-24,PO-01868,444.53,44.45,15.82,39.25,3148.11,311.15,7,2025-03-04,null,SP-017
B001953,1,1,2,3,1,8,null,ORD-001869,2025-03-11,PO-01869,434.46,43.45,6.33,72.43,4054.8,434.5,10,2025-03-12,null,SP-029
B005830,1,1,1,3,1,6,null,ORD-001870,2025-03-17,PO-01870,477.31,47.73,9.21,41.18,1935.44,190.92,4,2025-03-01,null,SP-002
B007429,1,1,1,2,1,3,null,ORD-001871,2025-03-11,PO-01871,152.78,15.28,5.52,26.05,852.06,91.68,6,2025-03-01,null,SP-020
B004165,1,1,1,1,1,3,null,ORD-001872,2025-03-06,PO-01872,339.8,33.98,12.99,21.66,1760.6,169.9,5,2025-03-24,null,SP-034
B001722,1,1,2,1,1,4,null,ORD-001873,2025-03-12,PO-01873,97.37,9.74,7.59,19.12,527.94,58.44,6,2025-03-24,null,SP-005
B008938,1,1,1,3,1,8,null,ORD-001874,2025-03-01,PO-01874,412.67,41.27,12.84,46.68,1629.04,165.08,4,2025-03-25,null,SP-031
B003877,1,1,2,1,1,9,null,ORD-001875,2025-03-11,PO-01875,224.78,22.48,14.42,0.73,493.06,44.96,2,2025-03-17,null,SP-033
B006592,1,1,2,2,1,4,null,ORD-001876,2025-03-08,PO-01876,391.68,39.17,19.52,57.51,3733.4,391.7,10,2025-03-08,null,SP-015
B003107,1,1,3,2,1,7,null,ORD-001877,2025-03-11,PO-01877,152.6,15.26,19.9,6.25,161.61,15.26,1,2025-03-03,null,SP-026
B001059,1,1,1,1,1,4,null,ORD-001878,2025-03-03,PO-01878,83.25,8.33,5.11,10.93,564.55,58.31,7,2025-03-01,null,SP-036
B003106,1,1,3,1,1,9,null,ORD-001879,2025-03-20,PO-01879,55.68,5.57,12.17,0.88,60.37,5.57,1,2025-03-14,null,SP-040
B004731,1,1,1,2,1,2,null,ORD-001880,2025-03-12,PO-01880,104.42,10.44,9.4,15.72,198.28,20.88,2,2025-03-21,null,SP-016
B009851,1,1,3,3,1,8,null,ORD-001881,2025-03-21,PO-01881,428.32,42.83,7.21,14.68,4108.23,385.47,9,2025-03-26,null,SP-035
B008070,1,1,2,3,1,8,null,ORD-001882,2025-03-25,PO-01882,225.3,22.53,12.55,32.67,860.64,90.12,4,2025-03-19,null,SP-039
B008326,1,1,3,2,1,5,null,ORD-001883,2025-03-13,PO-01883,433.92,43.39,16.6,65.75,1646.24,173.56,4,2025-03-12,null,SP-037
B001931,1,1,1,1,1,2,null,ORD-001884,2025-03-04,PO-01884,129.46,12.95,10.19,11.36,1310.5,129.5,10,2025-03-13,null,SP-033
B008305,1,1,3,3,1,9,null,ORD-001885,2025-03-13,PO-01885,15.45,1.54,8.67,1.19,94.8,9.24,6,2025-03-03,null,SP-026
B004127,1,1,3,2,1,3,null,ORD-001886,2025-03-08,PO-01886,429.25,42.93,12.97,67.22,404.96,42.93,1,2025-03-23,null,SP-023
B006708,1,1,1,3,1,8,null,ORD-001887,2025-03-14,PO-01887,385.44,38.54,11.67,32.36,2741.34,269.78,7,2025-03-06,null,SP-007
B002040,1,1,1,2,1,9,null,ORD-001888,2025-03-03,PO-01888,284,28.4,7.52,14.14,1789.56,170.4,6,2025-03-18,null,SP-035
B004735,1,1,2,1,1,4,null,ORD-001889,2025-03-07,PO-01889,214.08,21.41,17.09,24.77,210.72,21.41,1,2025-03-06,null,SP-019
B004633,1,1,3,2,1,4,null,ORD-001890,2025-03-11,PO-01890,426.5,42.65,9.83,74.56,3156.72,341.2,8,2025-03-20,null,SP-023
B006943,1,1,1,3,1,3,null,ORD-001891,2025-03-13,PO-01891,111.8,11.18,15.41,3.95,119.03,11.18,1,2025-03-21,null,SP-008
B007305,1,1,1,2,1,1,null,ORD-001892,2025-03-09,PO-01892,92.72,9.27,18.48,12.37,806.58,83.43,9,2025-03-26,null,SP-034
B004177,1,1,1,3,1,4,null,ORD-001893,2025-03-25,PO-01893,133.65,13.37,9.37,23.8,369.66,40.11,3,2025-03-11,null,SP-040
B003445,1,1,3,1,1,1,null,ORD-001894,2025-03-05,PO-01894,279.22,27.92,15.24,48.83,1808.17,195.44,7,2025-03-07,null,SP-023
B006385,1,1,2,3,1,9,null,ORD-001895,2025-03-01,PO-01895,384.7,38.47,8.41,74.06,3491.1,384.7,10,2025-03-28,null,SP-002
B009713,1,1,2,1,1,1,null,ORD-001896,2025-03-16,PO-01896,227.28,22.73,6.45,25.66,2019.15,204.57,9,2025-03-06,null,SP-019
B005084,1,1,1,1,1,4,null,ORD-001897,2025-03-09,PO-01897,275.14,27.51,14.02,40.03,787.86,82.53,3,2025-03-17,null,SP-017
B008495,1,1,3,3,1,3,null,ORD-001898,2025-03-25,PO-01898,222.5,22.25,19.05,16.4,1598.45,155.75,7,2025-03-16,null,SP-033
B008947,1,1,3,1,1,6,null,ORD-001899,2025-03-11,PO-01899,20.88,2.09,10.74,0.7,66.81,6.27,3,2025-03-13,null,SP-017
B007586,1,1,3,2,1,6,null,ORD-001900,2025-03-07,PO-01900,296.7,29.67,8.18,0.17,3262,296.7,10,2025-03-07,null,SP-038
B001565,1,1,1,2,1,3,null,ORD-001901,2025-03-18,PO-01901,222,22.2,6.12,15.68,1828.16,177.6,8,2025-03-01,null,SP-026
B002672,1,1,2,1,1,6,null,ORD-001902,2025-03-22,PO-01902,212.04,21.2,11.74,12,1991.16,190.8,9,2025-03-18,null,SP-016
B002368,1,1,1,3,1,2,null,ORD-001903,2025-03-06,PO-01903,87.5,8.75,5.97,4.73,91.52,8.75,1,2025-03-15,null,SP-016
B004227,1,1,2,1,1,1,null,ORD-001904,2025-03-22,PO-01904,30.1,3.01,12.96,6.01,271,30.1,10,2025-03-10,null,SP-031
B007373,1,1,1,1,1,5,null,ORD-001905,2025-03-12,PO-01905,48.65,4.87,7.71,4.52,147,14.61,3,2025-03-26,null,SP-026
B007731,1,1,2,1,1,8,null,ORD-001906,2025-03-09,PO-01906,100.3,10.03,7.28,1.91,1084.2,100.3,10,2025-03-18,null,SP-024
B004021,1,1,2,1,1,4,null,ORD-001907,2025-03-05,PO-01907,278.27,27.83,13.48,53.67,252.43,27.83,1,2025-03-12,null,SP-004
B003659,1,1,3,2,1,4,null,ORD-001908,2025-03-02,PO-01908,365.63,36.56,14.41,42.87,1796.6,182.8,5,2025-03-12,null,SP-012
B001812,1,1,2,2,1,7,null,ORD-001909,2025-03-19,PO-01909,296.32,29.63,10.79,15.3,1863.9,177.78,6,2025-03-20,null,SP-012
B008312,1,1,2,2,1,7,null,ORD-001910,2025-03-25,PO-01910,188.75,18.88,8.12,2.53,820.4,75.52,4,2025-03-15,null,SP-012
B008524,1,1,1,3,1,6,null,ORD-001911,2025-03-19,PO-01911,241.21,24.12,14.47,35.04,230.29,24.12,1,2025-03-10,null,SP-025
B009909,1,1,1,3,1,9,null,ORD-001912,2025-03-26,PO-01912,328.29,32.83,5.73,0.44,2524.76,229.81,7,2025-03-14,null,SP-005
B006059,1,1,2,2,1,8,null,ORD-001913,2025-03-28,PO-01913,487.24,48.72,15.01,88.16,3134.6,341.04,7,2025-03-20,null,SP-023
B002817,1,1,2,3,1,3,null,ORD-001914,2025-03-15,PO-01914,78.88,7.89,14.88,9.95,537.74,55.23,7,2025-03-08,null,SP-025
B008330,1,1,3,3,1,7,null,ORD-001915,2025-03-13,PO-01915,258.28,25.83,14.3,49.82,468.58,51.66,2,2025-03-04,null,SP-001
B004968,1,1,1,2,1,2,null,ORD-001916,2025-03-15,PO-01916,231.3,23.13,13.51,26.49,1139.7,115.65,5,2025-03-18,null,SP-016
B005174,1,1,3,2,1,7,null,ORD-001917,2025-03-27,PO-01917,225.15,22.52,19.69,25.73,221.94,22.52,1,2025-03-11,null,SP-030
B009436,1,1,3,3,1,7,null,ORD-001918,2025-03-22,PO-01918,356.77,35.68,19.34,68.9,2588.4,285.44,8,2025-03-15,null,SP-018
B004639,1,1,1,2,1,5,null,ORD-001919,2025-03-13,PO-01919,113.72,11.37,17.85,13.14,1007.55,102.33,9,2025-03-13,null,SP-037
B002429,1,1,1,1,1,4,null,ORD-001920,2025-03-06,PO-01920,189.28,18.93,19.44,21.44,1120.62,113.58,6,2025-03-28,null,SP-016
B007987,1,1,1,2,1,5,null,ORD-001921,2025-03-19,PO-01921,285.84,28.58,18.92,43.99,1081.72,114.32,4,2025-03-25,null,SP-012
B004951,1,1,1,2,1,7,null,ORD-001922,2025-03-12,PO-01922,376.07,37.61,7.03,0.79,1238.67,112.83,3,2025-03-12,null,SP-029
B005343,1,1,2,1,1,7,null,ORD-001923,2025-03-23,PO-01923,341.52,34.15,6.75,14.23,2530.08,239.05,7,2025-03-27,null,SP-034
B002368,1,1,3,3,1,9,null,ORD-001924,2025-03-13,PO-01924,394.23,39.42,18.27,48.97,3846.8,394.2,10,2025-03-11,null,SP-010
B007386,1,1,2,3,1,2,null,ORD-001925,2025-03-08,PO-01925,256.84,25.68,16.44,25.53,1027.96,102.72,4,2025-03-27,null,SP-034
B002010,1,1,3,2,1,6,null,ORD-001926,2025-03-07,PO-01926,82.28,8.23,17.94,4.77,85.74,8.23,1,2025-03-02,null,SP-016
B007616,1,1,3,3,1,5,null,ORD-001927,2025-03-14,PO-01927,479.54,47.95,13.24,38.26,489.23,47.95,1,2025-03-26,null,SP-026
B005574,1,1,2,2,1,4,null,ORD-001928,2025-03-26,PO-01928,257.6,25.76,8.59,20.34,1578.12,154.56,6,2025-03-26,null,SP-018
B007335,1,1,1,3,1,4,null,ORD-001929,2025-03-26,PO-01929,96.14,9.61,8.3,13.41,554.04,57.66,6,2025-03-11,null,SP-012
B005278,1,1,1,3,1,5,null,ORD-001930,2025-03-23,PO-01930,375.04,37.5,7.8,67.16,2417.66,262.5,7,2025-03-28,null,SP-002
B006880,1,1,1,2,1,1,null,ORD-001931,2025-03-27,PO-01931,137.96,13.8,5.71,14.82,684.7,69,5,2025-03-07,null,SP-006
B001940,1,1,1,2,1,8,null,ORD-001932,2025-03-14,PO-01932,411.58,41.16,14.4,80.58,3349.44,370.44,9,2025-03-16,null,SP-002
B001150,1,1,3,1,1,6,null,ORD-001933,2025-03-03,PO-01933,79.56,7.96,8.63,4.01,751.59,71.64,9,2025-03-24,null,SP-034
B004458,1,1,3,1,1,1,null,ORD-001934,2025-03-18,PO-01934,317.33,31.73,16.11,16.42,2993.76,285.57,9,2025-03-21,null,SP-024
B006006,1,1,2,1,1,3,null,ORD-001935,2025-03-25,PO-01935,188.54,18.85,11.32,27.39,1260,131.95,7,2025-03-26,null,SP-004
B004310,1,1,1,1,1,3,null,ORD-001936,2025-03-21,PO-01936,101.53,10.15,17.27,10.33,101.35,10.15,1,2025-03-06,null,SP-023
B004007,1,1,3,3,1,4,null,ORD-001937,2025-03-01,PO-01937,467.86,46.79,7.05,8.95,4551.3,421.11,9,2025-03-28,null,SP-016
B009031,1,1,2,2,1,5,null,ORD-001938,2025-03-24,PO-01938,351.67,35.17,11.95,27.95,1435.56,140.68,4,2025-03-13,null,SP-001
B005003,1,1,2,3,1,8,null,ORD-001939,2025-03-11,PO-01939,191.65,19.17,15.3,36.41,348.82,38.34,2,2025-03-25,null,SP-011
B008112,1,1,1,3,1,7,null,ORD-001940,2025-03-17,PO-01940,438.19,43.82,13.47,26.87,910.28,87.64,2,2025-03-12,null,SP-004
B009109,1,1,3,1,1,8,null,ORD-001941,2025-03-25,PO-01941,12.82,1.28,13.09,0.34,55.04,5.12,4,2025-03-07,null,SP-028
B003120,1,1,1,2,1,1,null,ORD-001942,2025-03-11,PO-01942,153.93,15.39,11.48,24.96,866.16,92.34,6,2025-03-05,null,SP-032
B007215,1,1,3,1,1,5,null,ORD-001943,2025-03-15,PO-01943,23.09,2.31,10.07,3.79,194.49,20.79,9,2025-03-14,null,SP-023
B005031,1,1,1,1,1,2,null,ORD-001944,2025-03-28,PO-01944,408.05,40.81,9.2,75.76,3357.9,367.29,9,2025-03-09,null,SP-009
B008949,1,1,1,1,1,7,null,ORD-001945,2025-03-15,PO-01945,489.91,48.99,7.73,60.48,478.42,48.99,1,2025-03-28,null,SP-037
B003234,1,1,2,1,1,9,null,ORD-001946,2025-03-14,PO-01946,135.19,13.52,16.05,8.36,1263.15,121.68,9,2025-03-27,null,SP-001
B003347,1,1,1,2,1,9,null,ORD-001947,2025-03-24,PO-01947,396.98,39.7,7.08,0.72,3487.68,317.6,8,2025-03-08,null,SP-025
B007944,1,1,3,2,1,8,null,ORD-001948,2025-03-21,PO-01948,150.35,15.04,6.97,27.59,551.2,60.16,4,2025-03-22,null,SP-040
B003511,1,1,3,1,1,4,null,ORD-001949,2025-03-08,PO-01949,398.17,39.82,6.36,53.86,3073.04,318.56,8,2025-03-07,null,SP-017
B003972,1,1,2,1,1,3,null,ORD-001950,2025-03-13,PO-01950,467.11,46.71,16.13,45.01,2812.86,280.26,6,2025-03-12,null,SP-031
B004296,1,1,2,2,1,2,null,ORD-001951,2025-03-06,PO-01951,438.68,43.87,6.92,47.6,2174.75,219.35,5,2025-03-14,null,SP-006
B007786,1,1,1,1,1,3,null,ORD-001952,2025-03-08,PO-01952,186.75,18.68,16.74,16.96,1884.7,186.8,10,2025-03-11,null,SP-037
B008377,1,1,1,1,1,9,null,ORD-001953,2025-03-19,PO-01953,112.1,11.21,17.01,4.08,1073.07,100.89,9,2025-03-10,null,SP-039
B005480,1,1,2,2,1,1,null,ORD-001954,2025-03-22,PO-01954,477.94,47.79,11.81,47.67,2390.3,238.95,5,2025-03-12,null,SP-020
B004402,1,1,2,1,1,9,null,ORD-001955,2025-03-03,PO-01955,67.71,6.77,5.36,0.76,147.44,13.54,2,2025-03-11,null,SP-015
B008117,1,1,2,1,1,8,null,ORD-001956,2025-03-25,PO-01956,198.42,19.84,11.42,39.08,1433.44,158.72,8,2025-03-10,null,SP-022
B009292,1,1,1,3,1,9,null,ORD-001957,2025-03-02,PO-01957,451.79,45.18,6.14,30.05,466.92,45.18,1,2025-03-20,null,SP-022
B009484,1,1,1,1,1,9,null,ORD-001958,2025-03-13,PO-01958,53.16,5.32,5.68,8.69,199.16,21.28,4,2025-03-03,null,SP-031
B007011,1,1,2,1,1,9,null,ORD-001959,2025-03-05,PO-01959,385.16,38.52,9.65,61.28,1812,192.6,5,2025-03-08,null,SP-008
B002536,1,1,1,1,1,7,null,ORD-001960,2025-03-03,PO-01960,493.19,49.32,16.13,88.52,4085.91,443.88,9,2025-03-02,null,SP-023
B001670,1,1,3,2,1,2,null,ORD-001961,2025-03-03,PO-01961,328.87,32.89,19.44,43.03,3187.3,328.9,10,2025-03-19,null,SP-007
B003951,1,1,3,1,1,3,null,ORD-001962,2025-03-17,PO-01962,184.65,18.46,13.88,9.31,1744.2,166.14,9,2025-03-26,null,SP-027
B003920,1,1,3,1,1,1,null,ORD-001963,2025-03-06,PO-01963,252.36,25.24,7.96,15.21,2099.12,201.92,8,2025-03-16,null,SP-017
B005880,1,1,3,1,1,3,null,ORD-001964,2025-03-08,PO-01964,44.8,4.48,6.77,8.08,329.6,35.84,8,2025-03-16,null,SP-022
B009064,1,1,2,2,1,6,null,ORD-001965,2025-03-14,PO-01965,55.62,5.56,15.4,1.47,537.39,50.04,9,2025-03-10,null,SP-028
B001286,1,1,1,1,1,9,null,ORD-001966,2025-03-09,PO-01966,239.97,24,17.1,19.82,732.45,72,3,2025-03-10,null,SP-006
B002729,1,1,3,2,1,6,null,ORD-001967,2025-03-04,PO-01967,13.63,1.36,9.99,0.05,134.46,12.24,9,2025-03-18,null,SP-008
B008487,1,1,2,2,1,1,null,ORD-001968,2025-03-28,PO-01968,260.23,26.02,7.62,42.51,1218.7,130.1,5,2025-03-18,null,SP-036
B003993,1,1,2,2,1,7,null,ORD-001969,2025-03-28,PO-01969,87.15,8.72,14.69,16.71,633.28,69.76,8,2025-03-11,null,SP-002
B004919,1,1,3,3,1,7,null,ORD-001970,2025-03-20,PO-01970,486.14,48.61,17.05,96.36,2191.95,243.05,5,2025-03-17,null,SP-035
B004692,1,1,2,3,1,3,null,ORD-001971,2025-03-12,PO-01971,463.43,46.34,19.88,91.37,836.8,92.68,2,2025-03-02,null,SP-037
B007043,1,1,3,1,1,7,null,ORD-001972,2025-03-23,PO-01972,284.91,28.49,7.55,55.82,1545.48,170.94,6,2025-03-22,null,SP-009
B008483,1,1,1,1,1,7,null,ORD-001973,2025-03-13,PO-01973,158.54,15.85,8.78,14.19,320.4,31.7,2,2025-03-25,null,SP-006
B007993,1,1,3,3,1,5,null,ORD-001974,2025-03-23,PO-01974,247.05,24.71,19.84,15.73,1024.12,98.84,4,2025-03-12,null,SP-005
B009713,1,1,1,1,1,1,null,ORD-001975,2025-03-10,PO-01975,77.86,7.79,9.45,2.29,750.24,70.11,9,2025-03-28,null,SP-002
B003699,1,1,1,1,1,1,null,ORD-001976,2025-03-13,PO-01976,304.41,30.44,8.87,3.85,2979,273.96,9,2025-03-20,null,SP-029
B006100,1,1,3,2,1,1,null,ORD-001977,2025-03-04,PO-01977,165.28,16.53,18.59,13.94,167.87,16.53,1,2025-03-25,null,SP-036
B005714,1,1,3,2,1,4,null,ORD-001978,2025-03-20,PO-01978,139.91,13.99,10.15,2.76,1511.4,139.9,10,2025-03-08,null,SP-005
B008521,1,1,3,2,1,6,null,ORD-001979,2025-03-01,PO-01979,28.66,2.87,11.93,0.08,283.05,25.83,9,2025-03-09,null,SP-031
B001351,1,1,1,2,1,8,null,ORD-001980,2025-03-24,PO-01980,466.53,46.65,13.06,13.59,2997.54,279.9,6,2025-03-23,null,SP-011
B006855,1,1,2,3,1,6,null,ORD-001981,2025-03-04,PO-01981,497.25,49.73,15.48,63.28,2902.2,298.38,6,2025-03-23,null,SP-004
B002402,1,1,3,3,1,9,null,ORD-001982,2025-03-06,PO-01982,65.25,6.53,10.49,8.58,505.6,52.24,8,2025-03-16,null,SP-010
B003228,1,1,1,1,1,7,null,ORD-001983,2025-03-06,PO-01983,172.65,17.27,8.4,22.38,1005.24,103.62,6,2025-03-19,null,SP-005
B007198,1,1,1,1,1,8,null,ORD-001984,2025-03-16,PO-01984,343.82,34.38,17.61,67.7,621,68.76,2,2025-03-23,null,SP-024
B002454,1,1,1,1,1,1,null,ORD-001985,2025-03-26,PO-01985,158.64,15.86,6.16,1.58,691.68,63.44,4,2025-03-21,null,SP-004
B007574,1,1,2,2,1,5,null,ORD-001986,2025-03-28,PO-01986,114.91,11.49,11.66,10.85,462.2,45.96,4,2025-03-10,null,SP-035
B008658,1,1,3,2,1,7,null,ORD-001987,2025-03-09,PO-01987,22.82,2.28,14.51,3.91,42.38,4.56,2,2025-03-27,null,SP-022
B005976,1,1,2,2,1,2,null,ORD-001988,2025-03-19,PO-01988,190.44,19.04,15.21,33.19,705.16,76.16,4,2025-03-15,null,SP-018
B004572,1,1,2,1,1,8,null,ORD-001989,2025-03-16,PO-01989,114.38,11.44,10.82,0.94,999.04,91.52,8,2025-03-28,null,SP-021
B007439,1,1,3,2,1,6,null,ORD-001990,2025-03-05,PO-01990,305.19,30.52,11.49,9.92,2932.11,274.68,9,2025-03-07,null,SP-019
B009646,1,1,3,2,1,5,null,ORD-001991,2025-03-10,PO-01991,113.19,11.32,5.18,6.96,235.1,22.64,2,2025-03-10,null,SP-017
B006660,1,1,2,2,1,2,null,ORD-001992,2025-03-26,PO-01992,179.53,17.95,19.48,10.64,747.36,71.8,4,2025-03-21,null,SP-020
B006039,1,1,1,2,1,6,null,ORD-001993,2025-03-04,PO-01993,18.99,1.9,10.39,0.64,101.25,9.5,5,2025-03-04,null,SP-025
B006049,1,1,3,3,1,6,null,ORD-001994,2025-03-10,PO-01994,330.99,33.1,17.61,38.2,2933.01,297.9,9,2025-03-14,null,SP-004
B009888,1,1,2,1,1,8,null,ORD-001995,2025-03-27,PO-01995,371.77,37.18,11.36,31.04,755.82,74.36,2,2025-03-09,null,SP-006
B004620,1,1,1,3,1,4,null,ORD-001996,2025-03-04,PO-01996,251.17,25.12,13.43,45.9,2303.9,251.2,10,2025-03-19,null,SP-018
B004473,1,1,2,2,1,1,null,ORD-001997,2025-03-07,PO-01997,66.2,6.62,11.8,12.14,182.04,19.86,3,2025-03-26,null,SP-008
B007632,1,1,2,3,1,4,null,ORD-001998,2025-03-14,PO-01998,176.22,17.62,5.27,2.93,954.55,88.1,5,2025-03-15,null,SP-020
B008167,1,1,1,2,1,9,null,ORD-001999,2025-03-25,PO-01999,344.43,34.44,17.92,50.64,328.23,34.44,1,2025-03-06,null,SP-004
B001600,1,1,1,3,1,8,null,ORD-002000,2025-03-25,PO-02000,292.91,29.29,8.04,31.32,1745.28,175.74,6,2025-03-20,null,SP-021
B008039,1,1,2,3,1,7,null,ORD-002001,2025-03-19,PO-02001,263.14,26.31,17.75,46.31,1458.84,157.86,6,2025-03-24,null,SP-022
B008281,1,1,1,3,1,2,null,ORD-002002,2025-03-26,PO-02002,185.11,18.51,8.51,4.58,1592.32,148.08,8,2025-03-15,null,SP-002
B006116,1,1,1,3,1,3,null,ORD-002003,2025-03-06,PO-02003,239.62,23.96,10.77,39.94,223.64,23.96,1,2025-03-27,null,SP-031
B009640,1,1,1,3,1,1,null,ORD-002004,2025-03-20,PO-02004,487.85,48.79,6.74,96.97,4396.7,487.9,10,2025-03-21,null,SP-020
B004330,1,1,3,2,1,1,null,ORD-002005,2025-03-03,PO-02005,82.99,8.3,12.37,8.08,748.89,74.7,9,2025-03-06,null,SP-014
B008846,1,1,3,2,1,1,null,ORD-002006,2025-03-14,PO-02006,30.95,3.1,15.03,3.06,154.95,15.5,5,2025-03-18,null,SP-027
B003093,1,1,2,1,1,6,null,ORD-002007,2025-03-06,PO-02007,169.01,16.9,9.48,20.18,1491.57,152.1,9,2025-03-04,null,SP-032
B009092,1,1,3,1,1,2,null,ORD-002008,2025-03-10,PO-02008,261.47,26.15,9.41,46.02,1208,130.75,5,2025-03-02,null,SP-036
B009241,1,1,3,3,1,5,null,ORD-002009,2025-03-13,PO-02009,40.47,4.05,18.89,5.17,393.5,40.5,10,2025-03-23,null,SP-018
B003309,1,1,3,1,1,6,null,ORD-002010,2025-03-04,PO-02010,412.59,41.26,14.55,51.58,1206.81,123.78,3,2025-03-26,null,SP-023
B001613,1,1,2,1,1,7,null,ORD-002011,2025-03-13,PO-02011,359.81,35.98,17.45,24.35,742.88,71.96,2,2025-03-05,null,SP-010
B002980,1,1,1,3,1,6,null,ORD-002012,2025-03-11,PO-02012,389.58,38.96,9.96,73.81,709.46,77.92,2,2025-03-12,null,SP-009
B001591,1,1,2,3,1,3,null,ORD-002013,2025-03-15,PO-02013,117.16,11.72,13.17,14.34,458.16,46.88,4,2025-03-04,null,SP-014
B004381,1,1,2,1,1,2,null,ORD-002014,2025-03-03,PO-02014,346.04,34.6,13.31,18.17,3262.23,311.4,9,2025-03-08,null,SP-006
B006138,1,1,3,1,1,4,null,ORD-002015,2025-03-23,PO-02015,482.89,48.29,5.59,54.72,4764.6,482.9,10,2025-03-15,null,SP-026
B007001,1,1,1,2,1,2,null,ORD-002016,2025-03-17,PO-02016,467.16,46.72,16.25,67.53,446.35,46.72,1,2025-03-07,null,SP-039
B003417,1,1,1,1,1,6,null,ORD-002017,2025-03-08,PO-02017,294.87,29.49,18.26,53.87,2163.92,235.92,8,2025-03-17,null,SP-023
B006746,1,1,1,1,1,8,null,ORD-002018,2025-03-03,PO-02018,133.15,13.32,5.29,7.62,277.7,26.64,2,2025-03-01,null,SP-020
B006850,1,1,1,2,1,6,null,ORD-002019,2025-03-17,PO-02019,292.99,29.3,6.88,21.54,902.25,87.9,3,2025-03-03,null,SP-019
B005229,1,1,3,1,1,6,null,ORD-002020,2025-03-25,PO-02020,16.46,1.65,6.7,2.71,92.4,9.9,6,2025-03-26,null,SP-005
B002661,1,1,3,3,1,9,null,ORD-002021,2025-03-16,PO-02021,311.9,31.19,16,54.18,2600.19,280.71,9,2025-03-23,null,SP-034
B006902,1,1,3,2,1,7,null,ORD-002022,2025-03-08,PO-02022,104.02,10.4,6.93,11.34,721.56,72.8,7,2025-03-27,null,SP-014
B008547,1,1,3,2,1,7,null,ORD-002023,2025-03-05,PO-02023,465.04,46.5,6.03,92.87,1674.68,186,4,2025-03-13,null,SP-017
B008963,1,1,3,3,1,8,null,ORD-002024,2025-03-21,PO-02024,143.99,14.4,17.48,0.42,789.85,72,5,2025-03-08,null,SP-018
B005533,1,1,3,2,1,3,null,ORD-002025,2025-03-02,PO-02025,114.24,11.42,17.48,22.8,617.16,68.52,6,2025-03-08,null,SP-015
B001639,1,1,2,3,1,9,null,ORD-002026,2025-03-06,PO-02026,496.49,49.65,7.93,2.79,5433.5,496.5,10,2025-03-26,null,SP-018
B003533,1,1,3,3,1,2,null,ORD-002027,2025-03-16,PO-02027,368.65,36.87,6.65,50.22,2487.1,258.09,7,2025-03-17,null,SP-035
B006147,1,1,2,3,1,3,null,ORD-002028,2025-03-15,PO-02028,418.71,41.87,9.37,2,1834.32,167.48,4,2025-03-15,null,SP-026
B009452,1,1,3,2,1,7,null,ORD-002029,2025-03-04,PO-02029,41.47,4.15,12.42,1.44,397.62,37.35,9,2025-03-13,null,SP-004
B001089,1,1,2,2,1,7,null,ORD-002030,2025-03-06,PO-02030,148.37,14.84,18.47,10.99,304.44,29.68,2,2025-03-21,null,SP-027
B005191,1,1,3,1,1,4,null,ORD-002031,2025-03-03,PO-02031,283.04,28.3,10.14,25.63,2285.68,226.4,8,2025-03-14,null,SP-017
B007656,1,1,2,1,1,7,null,ORD-002032,2025-03-23,PO-02032,182.45,18.25,13.32,5.95,389.5,36.5,2,2025-03-21,null,SP-032
B003388,1,1,3,3,1,6,null,ORD-002033,2025-03-01,PO-02033,274.65,27.46,7.63,30.6,2172.08,219.68,8,2025-03-20,null,SP-038
B006997,1,1,3,1,1,5,null,ORD-002034,2025-03-20,PO-02034,137.85,13.79,7.81,13.29,415.05,41.37,3,2025-03-09,null,SP-040
B003960,1,1,2,1,1,8,null,ORD-002035,2025-03-11,PO-02035,224.45,22.45,15.9,19.29,2048.49,202.05,9,2025-03-11,null,SP-040
