ASIN,RetailerId,CurrencyId,ProductId,PaymentTypeId,CustomerId,StatusId,GiftId,Order ID,Order Date,Purchase Order Number,Unit Price,Unit Price Tax,Shipping Charge,Total Discounts,Total Owed,Shipment Item Subtotal Tax,Quantity,Ship Date,Item Serial Number
6d614ba4-a,5,1,5,4,5,4,83,2e6e1b88,2024-12-10,1ae88a86-d15,225.68,11.35,2.54,12.86,154.62,49.14,4,2024-12-14,a9136805-91bc-4
d82720d5-4,1,1,19,1,20,9,96,5d09f7c1,2023-12-06,cf815852-dde,142.47,3.59,12.77,18.23,532.82,34.13,2,2023-12-10,961f5483-be09-4
550f7984-7,1,2,2,4,16,5,null,986502da,2022-05-27,2bf9f382-280,336.03,34.07,14.68,17,164.18,28.44,2,null,8dd44d41-7ad4-4
83016897-9,4,1,3,3,14,18,null,38a72792,2024-03-31,980db72e-e9f,14.87,13.58,16.08,12.86,112.07,22.7,2,2024-04-05,6e4ee2b9-9e22-4
5c895c18-2,5,1,12,4,8,5,null,3a8831de,2024-04-21,401bffdd-98c,460.72,5.53,0.39,13.37,546.13,38.7,2,2024-04-30,084e20a3-990b-4
a8274ab0-2,2,1,16,1,5,9,null,a14762be,2023-03-07,f1d1299f-0b9,325.36,8.14,4.32,15.73,376.29,17.42,3,2023-03-17,eb153fb4-5914-4
34d0ae5e-9,4,1,3,1,15,8,107,78332283,2025-03-19,127e4a64-5a1,366.96,27.14,9.3,19.12,388.93,18.7,1,2025-03-23,1a6ac488-7e00-4
38cea76f-0,2,4,19,4,9,16,null,f26fa443,2023-09-19,ad7a9f1f-19a,255.61,21.94,9.91,22.24,388.65,42.05,4,2023-09-23,12826b9f-10e4-4
51919fe0-1,5,3,9,2,11,18,57,f21c9273,2023-01-14,533518bd-5a2,193.28,43.14,3.27,26.32,321.25,35.62,1,null,5248dfb0-80a6-4
373d7643-b,4,2,16,1,16,15,null,a6581b2a,2023-02-04,dd49ef95-33e,290.25,35.26,11.63,12.96,206.97,37.56,4,2023-02-11,b2c565ed-f19c-4
6a2e0169-c,5,5,7,2,3,13,56,d01ab2ea,2024-01-10,d8a4f0c5-433,377.75,25.41,16.83,3.76,214.81,10.09,3,2024-01-16,a35222c2-ae5b-4
49301428-a,5,4,5,3,21,6,89,4d929219,2024-05-02,0a1bd033-63f,218.35,24.73,5.04,7.72,29.66,17.34,5,null,22c4d6fe-4ac5-4
3c6aefbe-6,5,5,5,3,10,16,null,cf2bcb0c,2023-10-19,ef52bc38-30b,238.64,9.8,0.91,18.27,307.76,38.66,4,2023-10-24,2f4a7ab1-9a22-4
362fdcc4-a,1,3,9,3,5,1,null,afc05d81,2025-03-15,20ca89fc-528,441.39,5.89,1.11,9.11,359.15,35.26,5,null,473a881e-9a12-4
3a698b61-6,4,4,16,1,23,13,104,8b825d2d,2023-01-15,1fb98556-d13,254.56,30.25,10.06,6.56,153.03,34.88,2,2023-01-25,3a5bb77e-fb4b-4
741eaa81-b,4,5,13,4,11,1,null,4a2c95a8,2024-05-27,fdb601b5-277,175.87,23.42,10.2,20.35,308.89,33.29,5,null,209c729a-59d2-4
f68595b9-8,3,5,16,4,18,13,null,edc57e37,2023-12-29,b9ae8ea5-33c,103.32,36.24,18.73,2.23,68.51,30.43,2,2024-01-05,4f5c6959-124c-4
177da74b-c,5,5,16,4,2,2,96,b8c54463,2023-06-22,1a00228a-502,118.59,29.1,2.01,1.92,165.76,35.05,5,2023-06-23,a9ba921d-d3b9-4
456850d0-a,1,4,1,4,3,7,null,11ebfb91,2025-02-09,6b4909ac-901,210.37,47.69,14.06,15.89,84.33,26.18,4,null,72dfae97-3664-4
c0e5fac2-6,4,1,16,2,11,13,null,2f3e8d47,2022-07-15,d723bac3-bff,30.97,30.93,13.58,9.82,36.18,18.01,3,2022-07-19,9e6daf24-cf41-4
8e573a1a-c,4,3,11,3,19,6,66,1c0d0cd3,2024-03-24,4c619392-a62,58.89,17.85,15.26,28.11,185.81,14.25,1,2024-03-27,d9c7c07a-2c17-4
0f383c0d-5,4,1,19,4,11,13,48,818c07ab,2022-12-26,6fb5025d-d0f,488.91,43.24,8.84,19.72,165.05,4.76,5,2023-01-01,e1718801-04cf-4
78362207-9,3,2,17,4,17,12,null,edc92ad9,2024-12-14,2373cb9b-c51,65.92,18.2,1.7,18.93,366.99,21.21,2,2024-12-21,d8b3cbaf-f7a2-4
525a34a8-3,4,2,20,2,8,10,80,dc8e41c2,2023-06-06,f0c7125a-110,283.64,14.31,5.29,9.88,255.13,45.17,3,2023-06-15,43acc71f-1c8d-4
65eea0d8-5,3,4,20,4,13,2,46,ddb64942,2023-05-11,03677a95-4d8,426.92,42.41,6.05,15.46,68.62,36.82,1,2023-05-17,fda29c6e-6316-4
c33c883e-7,3,5,10,3,21,17,48,6e66da6f,2022-06-14,3c31d4da-772,280.31,40.66,19.97,26.16,306.32,8.12,4,2022-06-24,c6907b45-6689-4
b54487d2-6,3,5,9,3,13,10,118,d5a2ebd8,2023-09-28,5dcaed65-1a1,454.97,11.82,19.6,9.86,272.91,6.47,2,null,9b5067ac-63d3-4
35a65107-0,1,2,5,2,17,15,87,908fcd5c,2024-10-11,c766775c-46e,59.48,15.88,8.09,19.84,52.16,49.3,2,2024-10-20,0353255c-c9ea-4
0a9f9b94-c,5,1,14,4,17,16,null,7e5b4703,2024-03-11,c8ccfada-958,187.91,17.44,5.6,6.79,244.48,11.85,2,2024-03-18,c15c16ff-39dd-4
1c8e7fd9-1,4,3,8,1,14,13,105,7804a0ee,2023-05-23,ac09c310-cd6,189.74,3.65,10.37,19.97,415.78,18.17,2,2023-06-02,cd478bf3-d8c9-4
ef767e57-8,5,5,14,1,16,7,118,94d9f0bd,2023-05-08,f01769d6-7ff,145.49,16.27,5.07,17.71,45.29,34.22,1,null,2d98f1d4-be3b-4
d5af2c68-5,2,1,20,3,25,8,86,e9d5a1ff,2023-03-31,e70981a6-abb,299.9,19.46,8.24,3.17,115.12,35.61,2,2023-04-03,57fed580-6e74-4
6ab6baff-2,5,5,16,1,8,19,46,36bc851a,2024-10-03,e21a93aa-8d0,104.02,7.26,3.56,11.38,555.44,5.7,2,2024-10-13,a3803ae4-b4d2-4
2e4147d9-c,4,5,12,1,25,3,113,a37d43f0,2024-06-10,2bc8eb52-50b,419.82,19.27,18.66,8.72,368.08,4.51,3,2024-06-12,e625d26a-6dff-4
6230727d-8,2,2,3,3,22,10,null,34f74015,2022-06-03,1f5a46ba-b3c,36.28,43.14,0.11,0.84,203.1,8.28,2,2022-06-11,9b0ca469-bc80-4
84e0a05d-e,4,5,17,3,7,8,null,b5847e81,2024-11-23,1662055b-bdc,374.44,33.47,7.89,23.33,481.56,7.48,5,2024-12-02,045af493-548f-4
8441ba79-9,1,5,6,3,25,20,null,9efc24ae,2023-09-13,bdd79f67-9cd,481.24,24.44,18.53,16.2,181.28,33.56,5,2023-09-21,7da724e4-ecaa-4
6d493d0a-e,2,3,15,1,7,9,34,15bf6ba8,2022-11-25,50fc238b-f79,37.71,15.11,14.94,22.6,580.18,44.89,2,2022-12-01,baf8f786-9241-4
e85e2b57-a,3,5,2,3,5,1,null,b95647aa,2023-06-21,e80e7e86-739,325.72,7.98,1.64,16.24,333.31,35.7,4,2023-06-30,be03304a-d579-4
42c176d5-8,3,2,10,1,2,4,null,84b9c78d,2024-08-03,93be089b-3c7,329.05,25.05,19,4.84,312.81,5.37,4,2024-08-12,f623f49f-af86-4
9057a1ea-1,4,2,2,1,22,13,118,5b6b0776,2023-08-10,e60d3390-cfe,204.89,45.16,17.68,12.33,81.33,15.8,1,2023-08-11,d95651c2-a67e-4
097f56ee-2,1,5,10,2,6,1,108,41219863,2024-05-05,6ef1485b-264,403.02,39.64,9.54,26.39,393.34,32.54,2,2024-05-07,0eccd6c0-0bc4-4
ec74f747-8,1,2,2,2,8,3,null,1f3a5b73,2023-11-06,789da9d3-be6,487.21,41.13,13.56,10.98,29.47,39.83,4,null,8cb07508-84ea-4
38435230-4,1,2,19,2,22,13,48,8678584b,2022-07-05,7024658a-3cd,9.08,46.91,12,8,298.54,13.8,2,2022-07-14,20a5efa3-ab7c-4
a3f8ac45-d,4,5,20,2,22,9,null,8957c31c,2025-02-07,edbac57c-b7f,224.28,29.72,12.37,12.55,593.44,35.21,5,2025-02-10,83627227-8d1f-4
fb1d56d0-b,2,2,13,1,4,17,80,3cdb5913,2022-10-15,ccb31d50-5f2,267.36,28.91,1.99,0.73,390.28,4.03,2,2022-10-23,75f799a6-4034-4
04655532-b,3,1,18,4,12,18,null,c414ac9a,2024-12-16,e63166e6-403,395.42,22.53,2.05,0.52,56.29,48.96,1,null,fea86731-9a6a-4
b322ba29-8,3,4,3,1,1,15,null,1c295a4e,2024-02-07,00ab03a1-17e,187.89,40.64,6.62,26.83,507.69,34.76,5,null,97047ada-bee2-4
e0184712-c,3,4,18,1,9,13,null,40f8af28,2023-02-28,60fef5f1-13f,324.69,14.54,6.07,12.56,423.68,39.5,5,null,52887328-f6cd-4
c4a556ce-3,4,4,13,3,22,4,87,dcc21942,2022-07-13,4fe1f93b-47c,243.05,47.48,11.22,16.09,53.32,44.39,4,2022-07-23,585bfb9a-2f17-4
286ac951-c,1,4,15,1,6,14,110,84762344,2024-01-02,e9c4f56b-c5e,201.58,36.36,8.93,3.27,51.7,45.05,1,2024-01-10,aa9b953f-4fdc-4
b5f2d529-a,1,4,13,4,19,18,null,5803ac70,2023-02-19,cdc00716-399,33.96,49,0.86,19.1,397.06,7.67,2,2023-02-22,0026aca2-d435-4
82ccb594-1,3,5,5,3,15,7,null,751b204c,2023-07-17,046633ad-c30,247.25,11.93,17.7,8.55,573.82,33.73,2,2023-07-23,2f864bd7-0698-4
012311ca-6,4,1,3,3,4,18,null,91a9cf15,2022-05-18,d120b0a8-acf,111.77,16.8,1.51,18.1,23.53,9.86,1,2022-05-20,d501a452-264c-4
145cd5b6-d,2,2,18,3,20,4,57,6831b6e0,2023-07-21,29a4237b-14b,44.78,3.44,16.38,9.61,317.83,42.28,5,2023-07-28,4b0aa79d-d542-4
2fce9e86-0,2,5,11,4,21,9,105,c16ea9a5,2022-09-13,843d7fa1-e7a,174.2,6.26,13,25.22,370.71,1.25,5,2022-09-16,6b011356-dae6-4
d2c46e35-f,4,2,19,2,14,13,68,0cf51067,2024-04-16,f2db0001-0d0,306.56,41.75,9.08,25.01,400.56,47.1,2,2024-04-20,19cf08eb-7a6d-4
70701de6-c,4,4,12,2,23,12,35,4573fc38,2023-06-14,029fdc99-2c9,209.03,43.24,0.17,17.93,118.77,44.62,5,2023-06-18,1b60db29-d78b-4
e1d45740-8,1,1,17,2,4,20,82,96d0195c,2022-06-29,87cdf686-163,208.86,34.79,8.31,15.26,451.71,40.42,2,2022-07-04,8011e414-365b-4
f280c317-c,2,1,2,4,7,9,118,e6bd1eb3,2023-05-26,fc79925f-5bb,80.22,34.99,6.52,2.17,284.54,27.9,2,2023-05-27,cf7a50b1-9bdb-4
ec6b59cf-6,2,3,20,1,8,9,null,6e56aa71,2023-10-29,6f1079d5-0cc,497.79,31.56,6.31,15.61,344.11,45.94,3,null,1a3dc6af-1be2-4
08c57580-1,3,1,6,3,10,20,null,dc748242,2025-01-28,4ef99e2d-cbf,146.77,40.78,5.92,12.5,248.34,13.24,5,2025-01-31,ad106aed-dd38-4
8df4e942-d,4,5,2,4,21,16,null,c37575cb,2024-08-29,55226482-742,70.32,25.99,3.31,13.03,270.46,44.72,4,null,1e2e96e2-7d68-4
26d25c64-e,3,1,20,3,8,3,93,05238ffa,2023-04-19,4378617d-ea0,236.44,9.53,10.58,12.66,218,48.78,2,2023-04-21,7b3565c8-6cbc-4
2a6a2d0f-1,2,2,12,4,6,9,72,b1c384ca,2023-05-24,8978ce79-377,96.41,27.58,1.47,19.75,119.69,3.95,5,2023-06-02,98dbd4dd-32d8-4
beb5b9b3-e,2,2,13,3,2,13,71,03d7e373,2022-11-28,a8c028e7-cef,316.15,21.12,15.25,3.61,131.4,20.34,4,null,dabe83aa-ce8b-4
53dafde2-6,2,3,19,2,18,4,null,7dfbcb21,2022-06-27,9878c72d-898,25.75,48.95,18.36,12.14,489.04,12.7,5,2022-07-02,1a583cce-a726-4
4e74972d-4,1,2,7,1,8,20,56,51c1f5dd,2022-10-16,842828cd-c54,23.99,6.73,4.27,8.17,578.83,1.27,5,2022-10-21,75b46401-cd9d-4
2021f0d2-5,2,1,9,1,11,9,null,40196658,2024-12-24,f9f0ce79-018,92.13,33.08,14.91,7.45,498.42,4.27,5,2024-12-26,3cf48571-1bb3-4
8974613f-1,5,3,3,3,23,15,null,4314d38c,2023-01-13,8f8c9123-588,459.77,27.83,0.29,24.64,294.63,40.98,4,2023-01-14,da871ea6-1c87-4
fda3da7b-c,1,2,6,3,14,15,110,c343fd7f,2023-09-20,ac3a57d1-f0e,203.53,34.79,4.19,17.2,562.43,5.15,4,2023-09-30,e7d546fa-30d9-4
41b4d65a-4,2,5,3,2,1,13,114,ee589155,2023-08-13,bf46e190-1d6,269.21,35.82,15.29,3.21,122.54,4.58,3,null,f0d0d79c-5d37-4
35e4978c-6,3,2,15,3,15,17,108,40db67b1,2023-10-01,df1a7393-b68,176.36,23.11,15.98,5.89,418.47,32.99,1,2023-10-08,2a52d980-988e-4
0d953cdf-a,4,5,18,3,16,10,44,ab7f51b4,2024-11-29,8d91cd02-abd,464.59,39.6,19.05,3.86,386.79,11.91,4,2024-12-05,a604e7df-753f-4
36a1be56-b,4,4,14,4,20,8,44,8f34c3fb,2023-05-31,41c599d6-719,52.96,10.04,16.09,24.83,363.73,23.35,3,2023-06-10,951496f5-8530-4
0a6b3e7c-0,5,4,16,2,12,11,null,b200c137,2022-05-15,4f654744-e5e,273.2,35.39,0.44,0.53,578.6,21.25,1,2022-05-20,f08f6800-ac9c-4
49308a71-1,4,2,13,3,12,20,null,c0a95360,2022-07-10,5d24377e-8a6,189.89,36.45,4.88,25.77,500.74,28.81,2,2022-07-15,89b72a82-d763-4
3d4d6061-b,1,5,8,1,7,4,null,7481dfb7,2022-07-07,8672b684-b37,404.85,35.95,1.95,2.59,164.11,24.82,3,2022-07-17,07a1c173-b678-4
56f494dd-8,1,3,17,4,5,11,null,fff99a44,2025-02-20,75eb92ce-fb1,196.29,28.81,9.18,22.17,162.18,47.46,4,2025-02-21,133d99c2-bce4-4
c0f5b5e6-b,2,3,5,2,19,18,92,de532d9a,2022-11-05,616fee8e-bee,291.17,7.05,7.9,19.76,345.72,49.88,4,2022-11-15,e6ac6d0a-6322-4
d50f099d-8,5,5,1,2,18,6,95,ce60863c,2022-05-04,26731812-148,62.92,9.32,17.84,16.42,328.88,24.85,2,null,bf19e255-f895-4
0579f2c4-5,3,4,3,2,6,1,64,47507055,2024-02-02,7eff1032-444,459.51,43.6,8.94,16.72,194.31,22.26,5,2024-02-05,1e9d24c9-c373-4
0a3fe9ee-1,2,4,2,1,9,10,null,882bfe1d,2023-05-23,0bab2824-64d,104.58,17.51,4.68,5.68,419.7,21.53,4,2023-05-31,d4d62110-181b-4
cdd581e1-b,1,1,13,4,12,10,105,38067128,2023-09-05,e775c806-39d,23.25,11.1,0.41,4.01,88.72,29.82,2,2023-09-08,04615474-bb36-4
98946316-7,5,3,20,1,21,17,null,18d89ee1,2024-07-04,a6b60028-112,436.68,40.88,2.49,23.29,52.45,9.41,3,2024-07-13,fe59f8b9-f7b3-4
0af4e213-1,4,5,19,1,20,9,89,108218df,2024-04-18,c5de0032-cea,441.58,24.11,15.66,14.42,189.5,38.65,5,null,e46911a6-18a0-4
2bb40f7a-9,5,5,17,4,1,13,null,bccd8007,2022-08-20,9ab97355-972,313.05,33.92,8.12,15.91,360.79,28.49,2,2022-08-27,c65ab3de-30c2-4
6305acb0-6,2,4,18,1,25,19,110,eb9f7507,2023-05-23,6096d40e-973,211.18,36.06,17.61,18.62,126.55,13.57,5,null,6ce4cfba-d99e-4
16bdf77e-e,4,4,16,4,8,16,59,0827823c,2023-09-14,49aae1ca-092,98.11,26.22,6.52,26.69,162.84,38.05,5,2023-09-18,f0c765c9-9815-4
66b17606-9,3,4,11,3,16,13,null,819be152,2024-03-24,0249ef35-828,68.88,19.26,16.51,9.89,86.43,48.42,1,2024-03-27,db6e6096-f390-4
a767c108-c,3,2,4,3,25,8,null,e0ac6d5a,2024-03-27,98bf2a73-f13,166.25,14.74,2.43,10.45,340.16,17.74,4,2024-04-05,8c0b6a50-cd83-4
3c70420b-c,1,2,9,4,18,15,null,febb3ce1,2023-06-15,b7190b60-4a1,364.48,29.25,10.63,17.2,289.86,5.76,4,2023-06-20,7a5f7c05-07cb-4
90f8201d-4,5,5,17,3,24,1,null,6f6821f8,2023-10-08,9e11f547-cae,490.1,10.37,14.41,28.98,371.42,4.84,4,2023-10-11,e08cf589-e17a-4
ea3cbfbf-f,2,1,5,1,19,20,89,2a82a869,2024-04-13,25522a4b-c9a,232.15,7.24,14.27,18.72,419.07,44.31,2,2024-04-15,7a4abc7c-c1f6-4
56325acd-3,1,4,16,2,2,19,null,a0a45c2f,2022-05-15,fa6f4ab0-f12,231.99,37.69,11.9,24.91,472.89,10.87,1,2022-05-20,5b0ca7f6-8103-4
ab705af7-e,4,1,20,1,12,7,null,54eaf120,2023-03-18,38e6c301-0d0,147.02,13.8,19.61,25.07,33.48,28.08,4,2023-03-20,e82d4b71-855a-4
4c57776a-c,4,3,10,3,6,18,96,daf91771,2022-04-29,41e25c75-42b,214.21,47.64,2.99,6.82,97.39,16.54,4,2022-05-02,1db95d59-27aa-4
37d656eb-2,4,3,13,2,11,8,null,8a6bf458,2024-07-01,328c4eab-032,139.47,30.85,12.85,19.02,106.56,30.25,4,2024-07-07,2895046e-b87f-4
719e8b9a-d,1,2,3,4,14,20,null,af2247ee,2022-05-08,64a09aba-eff,371.99,8.51,19.74,21.73,482.18,35.32,1,2022-05-11,596534fa-9b2f-4
3a3f1dec-1,4,5,16,2,16,10,null,46114fe5,2024-01-11,b60f3217-3a4,253.44,6.25,6.77,3.22,53.77,4.2,2,2024-01-18,4a3b7be4-ac96-4
641b00e1-9,2,4,19,1,2,15,110,faf0e111,2025-01-25,cc4ec57e-eb1,28.25,22.02,5.68,22.87,279.12,18.39,5,null,4c45287b-1531-4
701b04ba-2,2,4,8,1,17,11,null,93164904,2023-04-14,fcb2fd7d-a9f,149.44,27.64,16.63,4.88,224.5,33.97,4,2023-04-24,c767ff99-43f2-4
24a69387-8,4,2,18,2,6,17,47,12dc4b92,2022-05-20,4505434c-6d4,121.01,29.56,9.03,23.11,166.73,38.36,2,2022-05-23,3b38c755-55fd-4
663e49d3-a,3,4,14,1,5,5,null,28a3a865,2023-12-27,2b0fc1f8-38e,137.03,43.54,3.22,3.01,335.5,9.27,5,2024-01-01,527a1e7a-6f56-4
2f982007-9,4,5,19,3,17,9,null,50f6b059,2024-10-01,5dc54818-e31,343.28,33.14,14.87,8.61,298.89,17.28,2,2024-10-05,da2ca5f2-8e89-4
6bbc9bae-7,4,3,3,4,19,9,null,f71fc1d1,2022-05-20,15e476d1-a41,132.38,43.93,11.56,24.74,369.29,22.26,4,2022-05-26,642ad9e4-5cb7-4
0a736e9c-3,3,2,11,3,23,13,null,53091746,2023-12-11,d1f1bdea-f22,117.32,32.43,8.36,21.92,241.12,33.51,1,2023-12-19,c383b0cb-8882-4
4a9d2cbe-b,2,1,4,1,24,20,64,38a43bf3,2023-08-30,39cb7616-7a8,293.88,42.73,16.54,7.27,305.42,32.16,1,2023-09-03,ce3cadea-fe7d-4
b02ee72c-e,5,1,6,4,11,18,39,23eca5af,2024-02-01,cd0faf38-bc6,336.26,8.82,7.46,13.19,551.23,33.33,2,null,54b986dc-7268-4
6a1ebf9e-5,3,5,9,3,6,1,71,c47790c7,2023-11-14,c391caa5-d81,465.94,39.97,18.74,16.71,205.16,13.61,2,2023-11-18,900ac6e0-e8ba-4
5832934a-0,5,1,17,4,23,16,65,732c4afb,2023-08-16,34af22ba-575,340.07,36.26,6.6,14.56,125.07,9.64,2,2023-08-22,593e5099-6ff3-4
ea63bf02-b,4,1,6,3,21,17,120,fea6e657,2022-07-03,81cb0e0c-81e,414.74,5.09,5.77,10.66,315.93,24.91,4,2022-07-09,b27ce99b-768d-4
b926bb50-6,5,2,20,4,9,8,null,8a5d9fc4,2024-04-27,7f8311ab-881,480.23,20.92,16.32,4.2,471.21,48.62,2,2024-05-06,d1824966-9947-4
883053e3-4,3,1,4,1,21,9,null,8734ec71,2023-11-27,a0243e01-0c0,207.3,3.38,18.07,21.81,500.19,48.82,1,2023-12-05,f6e51abd-1a2c-4
09c6fde7-2,1,5,11,2,4,13,null,83aa164b,2025-03-17,1dc31767-c82,401.35,47.85,2.15,12.7,102.63,33.27,4,null,22af5dd2-7374-4
9c0ab551-9,4,1,11,4,23,17,null,2ad00a96,2024-10-19,641af2e0-8d0,145.15,19.5,7.15,19.24,533.57,9.72,5,null,32806620-3665-4
cca7ae35-2,3,4,8,2,1,14,80,8ee17196,2024-02-04,31d6476f-0ea,71.02,43.25,2.38,7.19,347.46,18.01,5,2024-02-07,506c9a0e-d5b8-4
0a4d795b-6,5,1,19,4,23,19,null,ee8a4ee7,2024-06-05,7eea687a-155,37.29,46.93,2.45,0.45,588.71,5.44,1,2024-06-06,aea9be43-9088-4
9f5a6180-6,5,3,5,3,15,1,null,f00bf7d3,2023-09-29,698e12e0-2b8,182.17,3.34,7.33,7.73,414.64,24.03,4,2023-10-03,8d3ef83d-d996-4
2b0e031b-d,1,4,19,1,19,16,null,e08e5aeb,2022-07-29,b89a36b6-12d,491.22,3.58,8.76,24.12,334.52,48.54,3,2022-08-06,dd2b3d12-919d-4
0c881f87-7,5,4,18,1,16,13,46,149a1e2c,2022-11-04,68008565-fa8,181.8,3.19,4.39,15.07,54.22,14.12,2,2022-11-12,718b03f8-48b3-4
212c459f-d,5,2,18,1,18,9,null,7dbba937,2024-12-12,e70fd0a1-a97,141.25,33.13,4.34,18.58,518.48,31.88,3,2024-12-15,75cb2acd-3df9-4
9e2f6e84-d,3,4,14,3,1,19,47,356cc27f,2023-08-24,94c65a68-088,413.18,10.39,14.54,7.13,433.53,21.05,2,2023-08-25,40177517-7448-4
2523242b-7,4,2,13,1,8,12,70,44a5830b,2023-04-14,e82a544d-166,305.64,42.3,9.01,8.73,492.85,23.77,4,2023-04-24,811cf5bb-447e-4
e53d426c-6,4,4,12,3,25,7,null,f77a5a66,2024-01-18,5bfd63b2-1ee,421.1,35.74,1.08,22.27,593.29,23.81,4,2024-01-28,f001881a-6598-4
1815eae3-d,3,2,6,1,23,13,111,e6b5b4e5,2022-05-16,d7de0914-f20,428.58,17.44,0.29,7.72,126.26,13.68,2,2022-05-19,7ebdcc79-e750-4
83c51862-e,4,1,14,3,1,5,null,6a1593a3,2023-12-19,87f39107-651,9.54,34.9,11.37,20.83,207.13,48.52,2,2023-12-20,b8fda375-9338-4
d80bd21d-2,5,3,8,2,10,16,null,9370990c,2024-03-06,6a2dd795-68a,89.03,17.73,5.38,7.68,120.99,7.85,1,2024-03-09,a740aca7-abc2-4
b56b7181-3,5,2,2,1,25,6,null,c86058e0,2023-07-07,4cecdab6-795,427.12,13.3,16.87,8.07,523.19,33.12,3,2023-07-11,4718ff5f-d73d-4
af2ee635-d,1,4,11,3,7,18,null,8a348c36,2024-02-28,a39bbd34-f5d,117.38,31.77,2.51,12.15,530.13,32.5,2,2024-03-02,9ca1f733-8c0e-4
4e441f7f-9,5,2,12,2,2,5,null,ea45c78f,2025-02-14,466ad99e-039,283.6,22.51,17.5,16.96,451.31,47.51,4,2025-02-17,ca4ac366-bfd0-4
6b172c91-0,1,5,19,2,11,14,null,9571dc36,2022-11-26,7e622073-97d,73.43,49.54,10.37,20.98,161.42,18.95,5,2022-11-28,7ee99399-b5a0-4
4451f8c7-2,1,5,2,3,5,15,null,1b2c2418,2024-07-21,92e6d0ca-43b,456.74,20.04,1.56,21.46,567.7,35.79,2,2024-07-29,5e8d0e19-4944-4
8c80b241-3,5,3,6,4,3,1,62,90b234ac,2024-07-06,4db5c03a-25e,97.06,16.98,5.81,17.85,228.53,26.61,4,2024-07-14,9ea0f31a-f5a0-4
d8007914-4,1,4,15,1,21,15,null,ff424a40,2024-12-06,6933ac93-325,206.95,47.53,9.15,2.03,63.14,7.84,3,null,4298f282-aaee-4
bcbfe124-f,5,3,11,2,25,20,null,21675335,2024-09-04,c4b4fad4-1a9,202.96,43.78,3.04,12.1,303.49,13.17,1,2024-09-05,2e7d0654-b4f1-4
7e378006-5,4,1,19,4,13,11,null,a3073994,2022-07-11,7a052d9b-6f8,390.79,42.97,8.83,28.77,463.08,25.37,5,2022-07-13,96b158de-b6b7-4
e69811e7-c,5,1,6,4,16,4,null,7812f61a,2022-11-05,6b5ab16d-036,105,40.58,15.04,25.33,257.18,10.55,5,2022-11-15,89d691e6-4a56-4
2115eb39-7,5,2,4,3,25,8,39,ae602b6d,2024-09-01,1107e8b2-1df,298.16,11.14,19.7,12.98,154.4,36.45,5,2024-09-06,4a47eb3a-efb3-4
8b0e606b-a,4,2,3,1,8,16,null,922ea6b5,2024-09-23,f52ed395-da9,296.13,11.91,16.04,5.8,255.64,43.15,1,2024-09-24,efff2382-4c31-4
35551606-f,2,4,1,2,7,11,105,eb5ef819,2022-09-21,91e62544-e8f,262.16,16.29,0.39,16.39,315.57,6.49,5,2022-09-29,dc47e3d6-19d7-4
d3dbf58f-4,3,3,13,2,18,4,null,8058ae04,2022-08-06,14d25fff-ddb,259.37,38.98,18.77,8.84,223.36,34.04,3,null,e209869a-b21c-4
39268359-9,5,5,10,2,21,14,105,f42651c4,2023-06-29,3741a438-79b,386.54,45.05,12.74,15.33,52.4,16.13,5,2023-07-03,14067b73-2f07-4
2526d0de-4,3,5,12,4,18,16,62,8e7aca8c,2023-03-08,96b762cf-187,277.06,24.9,14.94,14.23,575.5,13.56,4,2023-03-17,a176a809-f582-4
3cfa69b8-2,3,2,12,4,25,5,110,a0c23553,2023-01-12,7120e6dd-733,233.65,9.09,1.61,28.52,325.13,48.82,5,2023-01-20,45461c92-341e-4
14b5bec8-e,5,1,1,2,5,17,null,1b493761,2023-01-11,14fbc172-955,57.72,20.48,14.06,10.43,433.88,34.8,2,2023-01-21,37bcdf41-62d2-4
24d477f5-a,5,2,1,4,21,11,111,a5f789ae,2023-08-27,cc55759d-f8f,408.2,36.44,10.47,14.78,210.44,42.59,4,2023-09-01,e808d898-63aa-4
cd767040-8,3,4,15,1,22,12,58,c27e50f2,2022-05-11,5a570e28-985,123.32,47.5,10.17,9.51,448.18,39.7,1,2022-05-17,66960f0f-5865-4
5e8f703a-4,2,3,5,2,1,12,47,43d74b6e,2023-05-01,fe0ba4d1-c61,86.36,43.35,5.53,10.05,234.35,46.07,4,2023-05-04,8a0eb7a2-7b55-4
1a5af7fd-2,2,2,16,2,16,8,40,7a5784f8,2022-09-24,07563e9d-497,98.65,32.64,17.22,25.11,144.25,31.23,4,2022-10-01,8870ef9f-b952-4
fb6f0393-6,5,3,3,4,9,4,null,2a4b52b1,2025-01-06,2914d0d4-301,219.78,29.01,19.51,23.67,456.87,26.46,4,null,f1ba5e68-1bdc-4
6be6fd17-1,5,5,6,3,9,17,62,d156eb61,2022-10-31,d7383aca-dac,289.3,27.86,9.4,22.91,340.33,38.37,1,null,5687188e-e9cf-4
045b1b6e-8,1,5,18,2,3,9,113,9736f631,2025-02-18,732a5fba-29b,97.33,5.62,8.66,12.85,357.02,34.67,2,2025-02-24,835773d7-5a74-4
30bcf1c5-a,1,1,5,1,19,2,39,c005f82e,2022-07-21,e8c47400-c45,288.07,40.16,14.34,29.25,223.47,17.91,4,2022-07-24,ed89eaa0-6502-4
