Website,Order ID,Order Date,Purchase Order Number,Currency,Unit Price,Unit Price Tax,Shipping Charge,Total Discounts,Total Owed,Shipment Item Subtotal,Shipment Item Subtotal Tax,ASIN,Product Condition,Quantity,Payment Instrument Type,Order Status,Shipment Status,Ship Date,Shipping Option,Shipping Address,Billing Address,Carrier Name & Tracking Number,Product Name,Gift Message,Gift Sender Name,Gift Recipient Contact Details,Item Serial Number,Salesperson ID,Store Manager ID
Amazon,ORD-001808,2025-03-16,PO-01808,USD,313.73,31.37,11.4,47.63,594.94,627.46,62.74,B006679,New,2,Gift Card,Pending,Pending,2025-03-27,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-7 - Tracking-2502,Sample Product,,,,,SP-001,SM-001
Amazon,ORD-001809,2025-03-09,PO-01809,USD,243.4,24.34,8.91,9.17,2585.7,2434.0,243.4,B006931,Refurbished,10,Credit Card,Shipped,In Transit,2025-03-21,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-3 - Tracking-2088,Sample Product,,,,,SP-022,SM-003
Amazon,ORD-001810,2025-03-21,PO-01810,USD,368.16,36.82,6.24,68.04,1347.76,1472.64,147.28,B004034,New,4,PayPal,Shipped,Pending,2025-03-02,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-6 - Tracking-2764,Sample Product,,,,,SP-016,SM-002
Amazon,ORD-001811,2025-03-14,PO-01811,USD,470.3,47.03,8.41,88.3,1716.12,1881.2,188.12,B008063,New,4,Credit Card,Shipped,Pending,2025-03-17,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-8 - Tracking-1196,Sample Product,,,,,SP-024,SM-003
Amazon,ORD-001812,2025-03-09,PO-01812,USD,435.36,43.54,16.45,39.53,878.74,870.72,87.08,B008568,New,2,Gift Card,Shipped,Delivered,2025-03-17,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-7 - Tracking-7484,Sample Product,,,,,SP-003,SM-001
Amazon,ORD-001813,2025-03-17,PO-01813,USD,455.21,45.52,19.23,10.07,1962.64,1820.84,182.08,B001954,Used - Like New,4,Gift Card,Cancelled,Pending,2025-03-13,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-10 - Tracking-2297,Sample Product,,,,,SP-037,SM-005
Amazon,ORD-001814,2025-03-24,PO-01814,USD,265.47,26.55,12.99,19.96,2176.48,2123.76,212.4,B007581,Used - Like New,8,PayPal,Cancelled,Delivered,2025-03-22,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-5 - Tracking-5605,Sample Product,,,,,SP-029,SM-004
Amazon,ORD-001815,2025-03-21,PO-01815,USD,289.44,28.94,8.43,24.74,587.28,578.88,57.88,B006452,New,2,PayPal,Shipped,Pending,2025-03-27,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-2 - Tracking-3026,Sample Product,,,,,SP-019,SM-003
Amazon,ORD-001816,2025-03-18,PO-01816,USD,191.49,19.15,14.02,12.17,595.41,574.47,57.45,B008599,Refurbished,3,PayPal,Cancelled,Delivered,2025-03-13,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-8 - Tracking-9941,Sample Product,,,,,SP-016,SM-002
Amazon,ORD-001817,2025-03-08,PO-01817,USD,142.85,14.29,18.04,14.2,142.94,142.85,14.29,B005359,Refurbished,1,Gift Card,Cancelled,Pending,2025-03-25,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-7 - Tracking-8952,Sample Product,,,,,SP-014,SM-002
Amazon,ORD-001818,2025-03-02,PO-01818,USD,128.82,12.88,16.45,20.53,121.17,128.82,12.88,B001541,Refurbished,1,Gift Card,Shipped,Pending,2025-03-08,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-8 - Tracking-8668,Sample Product,,,,,SP-002,SM-001
Amazon,ORD-001819,2025-03-08,PO-01819,USD,280.67,28.07,18.38,30.51,2782.3,2806.7,280.7,B005303,New,10,PayPal,Cancelled,Pending,2025-03-07,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-7 - Tracking-3785,Sample Product,,,,,SP-026,SM-003
Amazon,ORD-001820,2025-03-16,PO-01820,USD,390.65,39.06,10.37,0.11,1288.8,1171.95,117.18,B007687,Refurbished,3,Gift Card,Pending,In Transit,2025-03-26,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-9 - Tracking-9990,Sample Product,,,,,SP-009,SM-001
Amazon,ORD-001821,2025-03-17,PO-01821,USD,25.3,2.53,11.47,4.64,92.76,101.2,10.12,B003234,Used - Like New,4,PayPal,Cancelled,Pending,2025-03-24,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-5 - Tracking-9897,Sample Product,,,,,SP-001,SM-001
Amazon,ORD-001822,2025-03-18,PO-01822,USD,119.48,11.95,9.5,11.82,239.22,238.96,23.9,B003035,Refurbished,2,PayPal,Pending,In Transit,2025-03-14,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-7 - Tracking-3145,Sample Product,,,,,SP-022,SM-003
Amazon,ORD-001823,2025-03-03,PO-01823,USD,476.0,47.6,8.78,38.89,2423.55,2380.0,238.0,B001725,Used - Like New,5,Credit Card,Cancelled,In Transit,2025-03-25,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-8 - Tracking-4318,Sample Product,,,,,SP-025,SM-003
Amazon,ORD-001824,2025-03-11,PO-01824,USD,264.8,26.48,17.52,42.13,2242.35,2383.2,238.32,B003390,Used - Like New,9,Gift Card,Pending,In Transit,2025-03-21,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-6 - Tracking-6198,Sample Product,,,,,SP-024,SM-003
Amazon,ORD-001825,2025-03-07,PO-01825,USD,324.01,32.4,18.04,48.34,1232.28,1296.04,129.6,B005190,Used - Like New,4,Gift Card,Pending,In Transit,2025-03-13,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-4 - Tracking-6073,Sample Product,,,,,SP-039,SM-005
Amazon,ORD-001826,2025-03-13,PO-01826,USD,116.32,11.63,16.72,11.48,815.29,814.24,81.41,B003717,Used - Like New,7,PayPal,Shipped,In Transit,2025-03-27,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-2 - Tracking-6373,Sample Product,,,,,SP-024,SM-003
Amazon,ORD-001827,2025-03-27,PO-01827,USD,387.64,38.76,6.7,74.11,2113.74,2325.84,232.56,B004326,New,6,Credit Card,Pending,In Transit,2025-03-14,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-8 - Tracking-6065,Sample Product,,,,,SP-034,SM-004
Amazon,ORD-001828,2025-03-09,PO-01828,USD,223.85,22.39,17.6,9.62,473.24,447.7,44.78,B004658,New,2,Gift Card,Shipped,Delivered,2025-03-21,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-6 - Tracking-3175,Sample Product,,,,,SP-039,SM-005
Amazon,ORD-001829,2025-03-09,PO-01829,USD,273.42,27.34,12.21,40.27,1041.96,1093.68,109.36,B008458,Refurbished,4,PayPal,Shipped,Pending,2025-03-01,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-3 - Tracking-5897,Sample Product,,,,,SP-007,SM-001
Amazon,ORD-001830,2025-03-08,PO-01830,USD,100.91,10.09,13.08,5.22,317.34,302.73,30.27,B003796,Refurbished,3,Credit Card,Pending,Delivered,2025-03-13,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-10 - Tracking-5784,Sample Product,,,,,SP-023,SM-003
Amazon,ORD-001831,2025-03-15,PO-01831,USD,19.43,1.94,12.74,0.13,212.4,194.3,19.4,B005565,Used - Like New,10,PayPal,Cancelled,In Transit,2025-03-02,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-5 - Tracking-5924,Sample Product,,,,,SP-017,SM-002
Amazon,ORD-001832,2025-03-13,PO-01832,USD,16.79,1.68,17.54,0.82,141.2,134.32,13.44,B008550,Refurbished,8,PayPal,Shipped,Delivered,2025-03-17,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-1 - Tracking-2173,Sample Product,,,,,SP-010,SM-002
Amazon,ORD-001833,2025-03-13,PO-01833,USD,451.66,45.17,8.9,50.4,1339.29,1354.98,135.51,B009898,Refurbished,3,Gift Card,Shipped,In Transit,2025-03-13,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-7 - Tracking-2237,Sample Product,,,,,SP-006,SM-001
Amazon,ORD-001834,2025-03-13,PO-01834,USD,226.83,22.68,6.44,3.48,2460.3,2268.3,226.8,B009564,New,10,Credit Card,Cancelled,Delivered,2025-03-14,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-2 - Tracking-6070,Sample Product,,,,,SP-008,SM-001
Amazon,ORD-001835,2025-03-25,PO-01835,USD,116.8,11.68,18.86,3.56,124.92,116.8,11.68,B009465,Used - Like New,1,Credit Card,Pending,In Transit,2025-03-25,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-3 - Tracking-9285,Sample Product,,,,,SP-004,SM-001
Amazon,ORD-001836,2025-03-17,PO-01836,USD,160.83,16.08,7.19,3.29,520.86,482.49,48.24,B004079,Refurbished,3,Credit Card,Shipped,Delivered,2025-03-25,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-4 - Tracking-5021,Sample Product,,,,,SP-002,SM-001
Amazon,ORD-001837,2025-03-09,PO-01837,USD,308.76,30.88,19.72,22.86,2217.46,2161.32,216.16,B003970,Used - Like New,7,PayPal,Shipped,Delivered,2025-03-03,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-6 - Tracking-5335,Sample Product,,,,,SP-005,SM-001
Amazon,ORD-001838,2025-03-25,PO-01838,USD,256.72,25.67,19.03,41.77,1443.72,1540.32,154.02,B009369,Used - Like New,6,Credit Card,Cancelled,In Transit,2025-03-14,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-9 - Tracking-1955,Sample Product,,,,,SP-011,SM-002
Amazon,ORD-001839,2025-03-01,PO-01839,USD,13.85,1.39,6.07,1.23,126.09,124.65,12.51,B009101,Used - Like New,9,Gift Card,Cancelled,In Transit,2025-03-28,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-8 - Tracking-1294,Sample Product,,,,,SP-005,SM-001
Amazon,ORD-001840,2025-03-21,PO-01840,USD,441.9,44.19,10.65,2.68,2417.05,2209.5,220.95,B002477,Used - Like New,5,Credit Card,Cancelled,Pending,2025-03-19,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-7 - Tracking-5580,Sample Product,,,,,SP-008,SM-001
Amazon,ORD-001841,2025-03-06,PO-01841,USD,105.44,10.54,6.57,11.68,730.1,738.08,73.78,B009139,Refurbished,7,PayPal,Shipped,Delivered,2025-03-28,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-9 - Tracking-2818,Sample Product,,,,,SP-026,SM-003
Amazon,ORD-001842,2025-03-22,PO-01842,USD,66.76,6.68,17.98,6.51,66.93,66.76,6.68,B002703,Used - Like New,1,PayPal,Cancelled,In Transit,2025-03-16,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-10 - Tracking-3364,Sample Product,,,,,SP-028,SM-004
Amazon,ORD-001843,2025-03-24,PO-01843,USD,217.09,21.71,7.3,19.83,2189.7,2170.9,217.1,B006782,New,10,Credit Card,Cancelled,In Transit,2025-03-08,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-8 - Tracking-9369,Sample Product,,,,,SP-013,SM-002
Amazon,ORD-001844,2025-03-13,PO-01844,USD,60.53,6.05,7.79,5.55,244.12,242.12,24.2,B004639,Used - Like New,4,Credit Card,Cancelled,Delivered,2025-03-23,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-4 - Tracking-8550,Sample Product,,,,,SP-021,SM-003
Amazon,ORD-001845,2025-03-27,PO-01845,USD,150.21,15.02,8.44,10.03,1396.8,1351.89,135.18,B003824,New,9,Credit Card,Cancelled,Pending,2025-03-07,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-8 - Tracking-7459,Sample Product,,,,,SP-018,SM-002
Amazon,ORD-001846,2025-03-17,PO-01846,USD,436.03,43.6,17.05,3.09,4288.86,3924.27,392.4,B004219,New,9,PayPal,Cancelled,In Transit,2025-03-09,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-1 - Tracking-4617,Sample Product,,,,,SP-006,SM-001
Amazon,ORD-001847,2025-03-05,PO-01847,USD,478.15,47.81,19.56,40.36,3399.2,3347.05,334.67,B001488,Refurbished,7,PayPal,Cancelled,In Transit,2025-03-24,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-8 - Tracking-2043,Sample Product,,,,,SP-040,SM-005
Amazon,ORD-001848,2025-03-07,PO-01848,USD,288.13,28.81,13.02,17.9,2691.36,2593.17,259.29,B003760,Refurbished,9,PayPal,Cancelled,Delivered,2025-03-18,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-5 - Tracking-5920,Sample Product,,,,,SP-039,SM-005
Amazon,ORD-001849,2025-03-05,PO-01849,USD,356.26,35.63,5.02,60.62,2318.89,2493.82,249.41,B008975,Refurbished,7,Credit Card,Cancelled,Delivered,2025-03-21,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-8 - Tracking-2526,Sample Product,,,,,SP-012,SM-002
Amazon,ORD-001850,2025-03-07,PO-01850,USD,301.41,30.14,10.32,52.32,1396.15,1507.05,150.7,B006137,Used - Like New,5,PayPal,Shipped,In Transit,2025-03-11,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-3 - Tracking-1768,Sample Product,,,,,SP-019,SM-003
Amazon,ORD-001851,2025-03-20,PO-01851,USD,353.52,35.35,5.62,36.74,2817.04,2828.16,282.8,B009419,Refurbished,8,Credit Card,Shipped,Pending,2025-03-28,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-8 - Tracking-6709,Sample Product,,,,,SP-038,SM-005
Amazon,ORD-001852,2025-03-04,PO-01852,USD,486.04,48.6,19.97,89.35,3562.32,3888.32,388.8,B001327,New,8,PayPal,Shipped,Delivered,2025-03-20,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-1 - Tracking-7012,Sample Product,,,,,SP-024,SM-003
Amazon,ORD-001853,2025-03-22,PO-01853,USD,194.94,19.49,13.9,9.66,1638.16,1559.52,155.92,B007892,Refurbished,8,Gift Card,Cancelled,Delivered,2025-03-11,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-7 - Tracking-6780,Sample Product,,,,,SP-005,SM-001
Amazon,ORD-001854,2025-03-11,PO-01854,USD,110.67,11.07,16.63,4.18,940.48,885.36,88.56,B009876,New,8,PayPal,Cancelled,In Transit,2025-03-12,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-1 - Tracking-3258,Sample Product,,,,,SP-013,SM-002
Amazon,ORD-001855,2025-03-21,PO-01855,USD,320.0,32.0,16.76,26.71,1301.16,1280.0,128.0,B001315,New,4,Credit Card,Cancelled,Delivered,2025-03-07,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-2 - Tracking-9609,Sample Product,,,,,SP-032,SM-004
Amazon,ORD-001856,2025-03-01,PO-01856,USD,51.24,5.12,10.14,6.37,449.91,461.16,46.08,B003779,Used - Like New,9,Credit Card,Shipped,In Transit,2025-03-12,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-10 - Tracking-8104,Sample Product,,,,,SP-027,SM-003
Amazon,ORD-001857,2025-03-13,PO-01857,USD,278.18,27.82,16.27,49.21,1027.16,1112.72,111.28,B002613,Refurbished,4,Gift Card,Shipped,In Transit,2025-03-01,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-7 - Tracking-6447,Sample Product,,,,,SP-034,SM-004
Amazon,ORD-001858,2025-03-27,PO-01858,USD,454.64,45.46,11.72,11.95,1464.45,1363.92,136.38,B004178,Used - Like New,3,Credit Card,Shipped,Delivered,2025-03-09,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-3 - Tracking-5822,Sample Product,,,,,SP-040,SM-005
Amazon,ORD-001859,2025-03-25,PO-01859,USD,38.01,3.8,9.58,5.02,147.16,152.04,15.2,B008596,Refurbished,4,Gift Card,Shipped,Delivered,2025-03-01,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-7 - Tracking-4570,Sample Product,,,,,SP-006,SM-001
Amazon,ORD-001860,2025-03-05,PO-01860,USD,208.84,20.88,18.13,32.65,985.35,1044.2,104.4,B008976,New,5,Credit Card,Shipped,Delivered,2025-03-25,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-7 - Tracking-7509,Sample Product,,,,,SP-015,SM-002
Amazon,ORD-001861,2025-03-03,PO-01861,USD,345.98,34.6,9.27,53.51,654.14,691.96,69.2,B008845,New,2,Gift Card,Cancelled,Pending,2025-03-20,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-4 - Tracking-8665,Sample Product,,,,,SP-030,SM-004
Amazon,ORD-001862,2025-03-05,PO-01862,USD,282.68,28.27,11.04,15.73,590.44,565.36,56.54,B004813,New,2,PayPal,Cancelled,Pending,2025-03-14,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-10 - Tracking-4834,Sample Product,,,,,SP-002,SM-001
Amazon,ORD-001863,2025-03-17,PO-01863,USD,333.37,33.34,11.34,4.18,1812.65,1666.85,166.7,B009858,Used - Like New,5,Credit Card,Pending,Delivered,2025-03-23,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-9 - Tracking-1752,Sample Product,,,,,SP-003,SM-001
Amazon,ORD-001864,2025-03-10,PO-01864,USD,329.21,32.92,17.25,39.85,3222.8,3292.1,329.2,B003840,New,10,Gift Card,Cancelled,In Transit,2025-03-14,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-10 - Tracking-9368,Sample Product,,,,,SP-011,SM-002
Amazon,ORD-001865,2025-03-22,PO-01865,USD,375.9,37.59,16.89,36.55,2261.64,2255.4,225.54,B004398,Used - Like New,6,Gift Card,Cancelled,Pending,2025-03-04,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-8 - Tracking-9265,Sample Product,,,,,SP-002,SM-001
Amazon,ORD-001866,2025-03-14,PO-01866,USD,415.42,41.54,14.4,34.76,2955.4,2907.94,290.78,B008586,Refurbished,7,Gift Card,Cancelled,In Transit,2025-03-17,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-4 - Tracking-8945,Sample Product,,,,,SP-007,SM-001
Amazon,ORD-001867,2025-03-01,PO-01867,USD,433.91,43.39,7.23,3.0,2845.8,2603.46,260.34,B006914,Used - Like New,6,PayPal,Pending,Pending,2025-03-19,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-1 - Tracking-7550,Sample Product,,,,,SP-005,SM-001
Amazon,ORD-001868,2025-03-24,PO-01868,USD,444.53,44.45,15.82,39.25,3148.11,3111.71,311.15,B009514,Refurbished,7,PayPal,Pending,In Transit,2025-03-04,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-9 - Tracking-2606,Sample Product,,,,,SP-017,SM-002
Amazon,ORD-001869,2025-03-11,PO-01869,USD,434.46,43.45,6.33,72.43,4054.8,4344.6,434.5,B001953,New,10,PayPal,Shipped,In Transit,2025-03-12,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-4 - Tracking-4662,Sample Product,,,,,SP-029,SM-004
Amazon,ORD-001870,2025-03-17,PO-01870,USD,477.31,47.73,9.21,41.18,1935.44,1909.24,190.92,B005830,Used - Like New,4,PayPal,Pending,Pending,2025-03-01,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-9 - Tracking-1802,Sample Product,,,,,SP-002,SM-001
Amazon,ORD-001871,2025-03-11,PO-01871,USD,152.78,15.28,5.52,26.05,852.06,916.68,91.68,B007429,Used - Like New,6,Gift Card,Cancelled,Pending,2025-03-01,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-2 - Tracking-2137,Sample Product,,,,,SP-020,SM-003
Amazon,ORD-001872,2025-03-06,PO-01872,USD,339.8,33.98,12.99,21.66,1760.6,1699.0,169.9,B004165,Used - Like New,5,Credit Card,Cancelled,Pending,2025-03-24,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-9 - Tracking-4553,Sample Product,,,,,SP-034,SM-004
Amazon,ORD-001873,2025-03-12,PO-01873,USD,97.37,9.74,7.59,19.12,527.94,584.22,58.44,B001722,New,6,Credit Card,Pending,Delivered,2025-03-24,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-4 - Tracking-9459,Sample Product,,,,,SP-005,SM-001
Amazon,ORD-001874,2025-03-01,PO-01874,USD,412.67,41.27,12.84,46.68,1629.04,1650.68,165.08,B008938,Used - Like New,4,PayPal,Shipped,In Transit,2025-03-25,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-6 - Tracking-3955,Sample Product,,,,,SP-031,SM-004
Amazon,ORD-001875,2025-03-11,PO-01875,USD,224.78,22.48,14.42,0.73,493.06,449.56,44.96,B003877,New,2,Credit Card,Shipped,Pending,2025-03-17,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-2 - Tracking-3564,Sample Product,,,,,SP-033,SM-004
Amazon,ORD-001876,2025-03-08,PO-01876,USD,391.68,39.17,19.52,57.51,3733.4,3916.8,391.7,B006592,New,10,Gift Card,Pending,Delivered,2025-03-08,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-10 - Tracking-7240,Sample Product,,,,,SP-015,SM-002
Amazon,ORD-001877,2025-03-11,PO-01877,USD,152.6,15.26,19.9,6.25,161.61,152.6,15.26,B003107,Refurbished,1,Gift Card,Shipped,Delivered,2025-03-03,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-9 - Tracking-3067,Sample Product,,,,,SP-026,SM-003
Amazon,ORD-001878,2025-03-03,PO-01878,USD,83.25,8.33,5.11,10.93,564.55,582.75,58.31,B001059,Used - Like New,7,Credit Card,Pending,Delivered,2025-03-01,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-3 - Tracking-1994,Sample Product,,,,,SP-036,SM-004
Amazon,ORD-001879,2025-03-20,PO-01879,USD,55.68,5.57,12.17,0.88,60.37,55.68,5.57,B003106,Refurbished,1,Credit Card,Shipped,Pending,2025-03-14,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-4 - Tracking-9523,Sample Product,,,,,SP-040,SM-005
Amazon,ORD-001880,2025-03-12,PO-01880,USD,104.42,10.44,9.4,15.72,198.28,208.84,20.88,B004731,Used - Like New,2,Gift Card,Cancelled,In Transit,2025-03-21,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-3 - Tracking-6191,Sample Product,,,,,SP-016,SM-002
Amazon,ORD-001881,2025-03-21,PO-01881,USD,428.32,42.83,7.21,14.68,4108.23,3854.88,385.47,B009851,Refurbished,9,PayPal,Shipped,In Transit,2025-03-26,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-3 - Tracking-4573,Sample Product,,,,,SP-035,SM-004
Amazon,ORD-001882,2025-03-25,PO-01882,USD,225.3,22.53,12.55,32.67,860.64,901.2,90.12,B008070,New,4,PayPal,Shipped,In Transit,2025-03-19,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-6 - Tracking-2923,Sample Product,,,,,SP-039,SM-005
Amazon,ORD-001883,2025-03-13,PO-01883,USD,433.92,43.39,16.6,65.75,1646.24,1735.68,173.56,B008326,Refurbished,4,Gift Card,Pending,In Transit,2025-03-12,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-9 - Tracking-6080,Sample Product,,,,,SP-037,SM-005
Amazon,ORD-001884,2025-03-04,PO-01884,USD,129.46,12.95,10.19,11.36,1310.5,1294.6,129.5,B001931,Used - Like New,10,Credit Card,Cancelled,In Transit,2025-03-13,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-1 - Tracking-5093,Sample Product,,,,,SP-033,SM-004
Amazon,ORD-001885,2025-03-13,PO-01885,USD,15.45,1.54,8.67,1.19,94.8,92.7,9.24,B008305,Refurbished,6,PayPal,Shipped,Pending,2025-03-03,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-7 - Tracking-7066,Sample Product,,,,,SP-026,SM-003
Amazon,ORD-001886,2025-03-08,PO-01886,USD,429.25,42.93,12.97,67.22,404.96,429.25,42.93,B004127,Refurbished,1,Gift Card,Cancelled,Pending,2025-03-23,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-10 - Tracking-8894,Sample Product,,,,,SP-023,SM-003
Amazon,ORD-001887,2025-03-14,PO-01887,USD,385.44,38.54,11.67,32.36,2741.34,2698.08,269.78,B006708,Used - Like New,7,PayPal,Shipped,In Transit,2025-03-06,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-7 - Tracking-4462,Sample Product,,,,,SP-007,SM-001
Amazon,ORD-001888,2025-03-03,PO-01888,USD,284.0,28.4,7.52,14.14,1789.56,1704.0,170.4,B002040,Used - Like New,6,Gift Card,Shipped,Pending,2025-03-18,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-1 - Tracking-6935,Sample Product,,,,,SP-035,SM-004
Amazon,ORD-001889,2025-03-07,PO-01889,USD,214.08,21.41,17.09,24.77,210.72,214.08,21.41,B004735,New,1,Credit Card,Pending,Delivered,2025-03-06,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-9 - Tracking-8147,Sample Product,,,,,SP-019,SM-003
Amazon,ORD-001890,2025-03-11,PO-01890,USD,426.5,42.65,9.83,74.56,3156.72,3412.0,341.2,B004633,Refurbished,8,Gift Card,Pending,Delivered,2025-03-20,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-4 - Tracking-3721,Sample Product,,,,,SP-023,SM-003
Amazon,ORD-001891,2025-03-13,PO-01891,USD,111.8,11.18,15.41,3.95,119.03,111.8,11.18,B006943,Used - Like New,1,PayPal,Cancelled,Pending,2025-03-21,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-2 - Tracking-1021,Sample Product,,,,,SP-008,SM-001
